fighter,division,macabets_rating,strength_score,raw_elo,global_elo,division_elo,division_fights,recent_form_score,recent_form_adjusted,schedule_rating,ranking_confidence,ufc_wins,ufc_losses,ufc_draws,ufc_finishes,recent_fights_4y,last_fight_date,days_inactive,inactivity_penalty,active_pool,division_rank
Byron Bloodworth,Men’s Bantamweight,1423.61,39.0,1469.85,1469.85,1473.61,2,0.0,30.0,1517.41,57.1,0,2,0,0,0,2012-12-29,4979,60.0,False,
Ramiro Hernandez,Men’s Bantamweight,1423.59,38.9,1470.2,1470.2,1473.51,2,0.0,30.0,1508.57,57.1,0,2,0,0,0,2014-01-25,4587,60.0,False,
Alex Soto,Men’s Bantamweight,1423.52,38.9,1470.1,1470.1,1473.95,2,0.0,30.0,1504.77,57.1,0,2,0,0,0,2012-05-15,5207,60.0,False,
Terrence Mitchell,Men’s Bantamweight,1423.49,38.9,1469.7,1469.7,1473.53,2,0.0,30.0,1513.95,57.1,0,2,0,0,2,2023-09-16,1066,60.0,False,
Jason Reinhardt,Men’s Bantamweight,1423.38,38.9,1467.66,1467.66,1485.43,1,0.0,30.0,1491.94,51.3,0,2,0,0,0,2011-08-14,5482,60.0,False,
Dileno Lopes,Men’s Bantamweight,1423.29,38.9,1470.01,1470.01,1474.03,2,0.0,30.0,1492.12,57.1,0,2,0,0,0,2016-07-07,3693,60.0,False,
Jesse Strader,Men’s Bantamweight,1423.15,38.9,1469.12,1469.12,1473.07,2,0.0,30.0,1507.98,57.1,0,2,0,0,0,2022-02-19,1640,60.0,False,
Roman Salazar,Men’s Bantamweight,1423.11,38.9,1469.07,1469.07,1473.01,2,0.0,30.0,1506.71,57.1,0,2,0,0,0,2015-08-08,4027,60.0,False,
Anderson Dos Santos,Men’s Bantamweight,1423.04,38.9,1472.49,1472.49,1486.99,3,30.2,38.7,1499.59,71.0,1,3,0,1,0,2021-08-07,1836,60.0,False,
Ali AlQaisi,Men’s Bantamweight,1422.99,38.9,1469.43,1469.43,1474.49,2,0.0,30.0,1485.57,57.1,0,2,0,0,0,2020-10-10,2137,60.0,False,
Motonobu Tezuka,Men’s Bantamweight,1422.94,38.9,1469.36,1469.36,1474.4,2,0.0,30.0,1484.74,57.1,0,2,0,0,0,2013-02-16,4930,60.0,False,
Joe Soto,Men’s Bantamweight,1422.87,38.8,1482.99,1482.99,1469.22,7,33.8,38.2,1532.4,92.2,3,5,0,2,0,2018-02-03,3117,60.0,False,
Donny Walker,Men’s Bantamweight,1422.73,38.8,1468.74,1468.74,1472.92,2,0.0,30.0,1491.29,57.1,0,2,0,0,0,2011-09-17,5448,60.0,False,
Ryan MacDonald,Men’s Bantamweight,1422.7,38.8,1468.7,1468.7,1472.94,2,0.0,30.0,1490.96,57.1,0,2,0,0,0,2019-09-14,2529,60.0,False,
Joseph Sandoval,Men’s Bantamweight,1422.69,38.8,1468.35,1468.35,1472.49,2,0.0,30.0,1500.0,57.1,0,2,0,0,0,2012-01-20,5323,60.0,False,
Mike Easton,Men’s Bantamweight,1422.61,38.8,1484.92,1484.92,1487.85,7,16.9,26.8,1515.89,92.2,3,4,0,1,0,2014-06-14,4447,60.0,False,
Kwan Ho Kwak,Men’s Bantamweight,1422.38,38.8,1468.13,1468.13,1472.91,2,0.0,30.0,1484.19,57.1,0,2,0,0,0,2017-06-17,3348,60.0,False,
Cameron Else,Men’s Bantamweight,1422.28,38.8,1467.6,1467.6,1472.97,2,0.0,30.0,1490.53,57.1,0,2,0,0,0,2022-04-23,1577,60.0,False,
Grigory Popov,Men’s Bantamweight,1422.12,38.7,1467.78,1467.78,1472.08,2,0.0,30.0,1479.35,57.1,0,2,0,0,0,2019-11-09,2473,60.0,False,
Drako Rodriguez,Men’s Bantamweight,1422.01,38.7,1467.54,1467.54,1472.47,2,0.0,30.0,1477.16,57.1,0,2,0,0,0,2021-08-07,1836,60.0,False,
Boston Salmon,Men’s Bantamweight,1421.83,38.7,1466.88,1466.88,1471.92,2,0.0,30.0,1483.69,57.1,0,2,0,0,0,2019-10-18,2495,60.0,False,
Matthew Lopez,Men’s Bantamweight,1421.66,38.7,1479.44,1479.44,1480.25,6,19.3,29.5,1544.45,86.7,2,4,0,1,0,2018-12-08,2809,60.0,False,
Guido Cannetti,Men’s Bantamweight,1420.62,38.5,1476.43,1476.43,1476.77,10,44.1,45.7,1507.24,94.2,4,6,0,2,2,2023-03-11,1255,60.0,False,
Louis Smolka,Men’s Bantamweight,1419.14,38.3,1479.84,1479.84,1484.02,7,22.4,29.9,1502.72,92.2,8,9,0,6,0,2022-05-14,1556,60.0,False,
Russell Doane,Men’s Bantamweight,1419.05,38.3,1475.23,1475.23,1487.69,7,27.8,33.8,1522.0,92.2,3,5,0,2,0,2018-02-24,3096,60.0,False,
George Roop,Men’s Bantamweight,1418.97,38.3,1473.66,1473.66,1497.86,6,27.4,33.5,1510.69,91.2,4,6,0,2,0,2015-09-26,3978,60.0,False,
Reuben Duran,Men’s Bantamweight,1418.37,38.2,1470.56,1470.56,1474.93,4,13.4,29.1,1494.35,73.4,1,3,0,1,0,2013-03-16,4902,60.0,False,
Patrick Williams,Men’s Bantamweight,1417.74,38.1,1470.17,1470.17,1473.48,4,10.2,27.2,1498.78,73.4,1,3,0,1,0,2018-04-14,3047,60.0,False,
Walel Watson,Men’s Bantamweight,1417.5,38.1,1468.58,1468.58,1473.32,4,16.1,30.6,1490.96,73.4,1,3,0,1,0,2012-09-22,5077,60.0,False,
Kevin Croom,Men’s Bantamweight,1417.43,38.1,1459.29,1459.29,1486.43,1,0.0,25.0,1527.17,56.5,0,3,0,0,0,2022-04-16,1584,60.0,False,
Johnny Munoz,Men’s Bantamweight,1416.3,37.9,1470.89,1470.89,1485.99,5,23.8,32.6,1495.7,85.4,2,4,0,1,3,2023-10-07,1045,60.0,False,
Damian Stasiak,Men’s Bantamweight,1416.29,37.9,1472.09,1472.09,1486.63,5,17.9,28.6,1503.07,85.4,2,4,0,2,0,2018-07-22,2948,60.0,False,
Francisco Rivera,Men’s Bantamweight,1415.8,37.9,1475.79,1475.79,1478.62,10,17.7,26.5,1526.67,94.2,4,6,0,3,0,2016-07-30,3670,60.0,False,
Edwin Figueroa,Men’s Bantamweight,1414.66,37.7,1471.81,1471.81,1476.73,6,16.5,27.6,1508.88,86.7,2,4,0,1,0,2013-11-16,4657,60.0,False,
Jumabieke Tuerxun,Men’s Bantamweight,1413.35,37.5,1454.49,1454.49,1471.44,2,0.0,25.0,1498.74,62.3,0,3,0,0,0,2014-11-07,4301,60.0,False,
Wulijiburen,Men’s Bantamweight,1412.95,37.5,1454.1,1454.1,1472.15,2,0.0,25.0,1486.43,62.3,0,3,0,0,0,2019-02-09,2746,60.0,False,
Jay Perrin,Men’s Bantamweight,1412.44,37.4,1455.28,1455.28,1461.94,3,0.0,25.0,1495.74,65.8,0,3,0,0,2,2022-12-10,1346,60.0,False,
Norifumi Yamamoto,Men’s Bantamweight,1412.25,37.4,1455.11,1455.11,1460.95,3,0.0,25.0,1494.22,65.8,0,3,0,0,0,2015-02-28,4188,60.0,False,
Kevin Natividad,Men’s Bantamweight,1412.17,37.4,1454.69,1454.69,1460.49,3,0.0,25.0,1499.81,65.8,0,3,0,0,1,2022-11-19,1367,60.0,False,
Cole Escovedo,Men’s Bantamweight,1411.86,37.3,1454.45,1454.45,1461.48,3,0.0,25.0,1487.84,65.8,0,3,0,0,0,2011-11-12,5392,60.0,False,
Damacio Page,Men’s Bantamweight,1410.28,37.1,1451.5,1451.5,1458.98,3,0.0,25.0,1483.01,65.8,0,3,0,0,0,2012-07-11,5150,60.0,False,
Journey Newson,Men’s Bantamweight,1410.08,37.1,1457.52,1457.52,1475.76,4,19.1,30.7,1503.86,78.6,1,4,0,0,2,2023-04-29,1206,60.0,False,
Randy Costa,Men’s Bantamweight,1409.79,37.0,1466.21,1466.21,1472.02,6,15.2,26.8,1492.08,86.7,2,4,0,2,1,2022-10-01,1416,60.0,False,
Anthony Birchak,Men’s Bantamweight,1409.4,37.0,1468.02,1468.02,1473.06,6,5.3,20.2,1497.81,86.7,2,4,0,1,0,2021-04-17,1948,60.0,False,
Johnny Eduardo,Men’s Bantamweight,1409.3,37.0,1471.27,1471.27,1475.37,8,5.5,17.6,1514.35,93.0,3,5,0,2,0,2021-10-02,1780,60.0,False,
Khalid Taha,Men’s Bantamweight,1408.93,36.9,1459.15,1459.15,1474.84,4,6.1,22.6,1508.09,78.6,1,4,0,1,1,2022-09-03,1444,60.0,False,
Trevin Jones,Men’s Bantamweight,1408.7,36.9,1459.99,1459.99,1464.54,5,8.0,23.8,1520.55,80.3,1,4,0,1,2,2023-03-04,1262,60.0,False,
Teruto Ishihara,Men’s Bantamweight,1407.73,36.8,1466.43,1466.43,1462.04,3,18.0,26.8,1501.23,86.0,3,5,1,2,0,2019-02-09,2746,60.0,False,
Henry Briones,Men’s Bantamweight,1407.53,36.7,1459.03,1459.03,1463.73,5,4.6,21.6,1520.17,80.3,1,4,0,1,0,2018-05-19,3012,60.0,False,
Joby Sanchez,Men’s Bantamweight,1407.19,36.7,1453.43,1453.43,1486.47,1,5.0,21.9,1491.12,66.9,1,4,0,0,0,2018-11-10,2837,60.0,False,
Andre Soukhamthath,Men’s Bantamweight,1405.72,36.5,1461.9,1461.9,1465.95,7,24.2,32.0,1500.92,92.2,2,5,0,1,0,2019-08-31,2543,60.0,False,
Albert Morales,Men’s Bantamweight,1405.22,36.4,1458.55,1458.55,1463.55,6,16.2,27.5,1511.08,86.7,1,4,1,0,0,2018-02-24,3096,60.0,False,
John Albert,Men’s Bantamweight,1404.21,36.3,1453.42,1453.42,1459.94,5,9.8,24.9,1500.7,80.3,1,4,0,1,0,2013-07-27,4769,60.0,False,
