fighter,division,macabets_rating,strength_score,raw_elo,global_elo,division_elo,division_fights,recent_form_score,recent_form_adjusted,schedule_rating,ranking_confidence,ufc_wins,ufc_losses,ufc_draws,ufc_finishes,recent_fights_4y,last_fight_date,days_inactive,inactivity_penalty,active_pool,division_rank
KB Bhullar,Men’s Middleweight,1423.54,38.9,1470.18,1470.18,1473.54,2,0.0,30.0,1505.62,57.1,0,2,0,0,0,2021-05-01,1934,60.0,False,
Tim Williams,Men’s Middleweight,1423.51,38.9,1469.71,1469.71,1473.54,2,0.0,30.0,1514.96,57.1,0,2,0,0,0,2018-08-25,2914,60.0,False,
James Bochnovic,Men’s Middleweight,1423.41,38.9,1467.69,1467.69,1485.46,1,0.0,30.0,1492.35,51.3,0,2,0,0,0,2018-05-12,3019,60.0,False,
Brian Houston,Men’s Middleweight,1423.27,38.9,1469.67,1469.67,1473.6,2,0.0,30.0,1500.56,57.1,0,2,0,0,0,2014-01-15,4597,60.0,False,
Joseph Gigliotti,Men’s Middleweight,1423.25,38.9,1469.6,1469.6,1473.54,2,0.0,30.0,1501.11,57.1,0,2,0,0,0,2016-12-09,3538,60.0,False,
AJ Dobson,Men’s Middleweight,1423.2,38.9,1471.23,1471.23,1475.39,4,28.6,37.8,1499.5,73.4,1,3,0,0,3,2024-03-23,877,57.7,False,
Oskar Piechota,Men’s Middleweight,1423.02,38.9,1480.79,1480.79,1483.99,5,18.3,30.2,1503.7,80.3,2,3,0,1,0,2020-06-20,2249,60.0,False,
Tomasz Drwal,Men’s Middleweight,1422.79,38.8,1468.86,1468.86,1473.0,2,0.0,30.0,1492.08,57.1,0,2,0,0,0,2010-09-15,5815,60.0,False,
Leonardo Guimaraes,Men’s Middleweight,1422.78,38.8,1468.83,1468.83,1472.98,2,0.0,30.0,1492.47,57.1,0,2,0,0,0,2016-09-17,3621,60.0,False,
Saparbeg Safarov,Men’s Middleweight,1422.77,38.8,1470.89,1470.89,1486.55,1,27.6,37.2,1509.86,61.7,1,3,0,0,0,2020-03-07,2354,60.0,False,
Rob Wilkinson,Men’s Middleweight,1422.76,38.8,1468.48,1468.48,1472.49,2,0.0,30.0,1501.31,57.1,0,2,0,0,0,2018-02-10,3110,60.0,False,
Dan Henderson,Men’s Middleweight,1422.75,38.8,1475.03,1475.03,1492.33,5,37.8,41.2,1537.14,90.0,4,7,0,3,0,2016-10-08,3600,60.0,False,
Jesse Forbes,Men’s Middleweight,1422.73,38.8,1468.74,1468.74,1472.92,2,0.0,30.0,1491.29,57.1,0,2,0,0,0,2010-05-29,5924,60.0,False,
Nick Diaz,Men’s Middleweight,1422.29,38.8,1475.41,1475.41,1485.96,1,0.4,21.7,1541.93,61.7,1,3,0,0,0,2021-09-25,1787,60.0,False,
Alberto Uda,Men’s Middleweight,1422.22,38.8,1467.56,1467.56,1471.91,2,0.0,30.0,1491.76,57.1,0,2,0,0,0,2016-08-20,3649,60.0,False,
Dylan Andrews,Men’s Middleweight,1422.21,38.8,1479.69,1479.69,1483.86,5,19.5,30.9,1492.95,80.3,2,3,0,2,0,2015-05-09,4118,60.0,False,
Elvis Mutapcic,Men’s Middleweight,1422.2,38.8,1469.45,1469.45,1485.03,2,15.7,32.8,1494.05,62.3,0,2,1,0,0,2016-12-03,3544,60.0,False,
Alex Nicholson,Men’s Middleweight,1422.06,38.7,1472.34,1472.34,1487.6,3,19.8,32.7,1512.84,71.0,1,3,0,1,0,2017-05-28,3368,60.0,False,
Chris Camozzi,Men’s Middleweight,1421.96,38.7,1481.27,1481.27,1485.02,19,27.6,33.7,1521.81,96.7,9,10,0,3,0,2017-05-28,3368,60.0,False,
Joe Riggs,Men’s Middleweight,1421.82,38.7,1469.03,1469.03,1498.19,2,27.0,36.9,1492.95,67.5,1,3,0,0,0,2016-02-21,3830,60.0,False,
Antonio Dos Santos,Men’s Middleweight,1421.62,38.7,1466.52,1466.52,1471.59,2,0.0,30.0,1480.16,57.1,0,2,0,0,0,2015-06-20,4076,60.0,False,
Papy Abedi,Men’s Middleweight,1421.37,38.6,1468.2,1468.2,1486.53,1,30.3,38.7,1494.93,61.7,1,3,0,0,0,2013-08-28,4737,60.0,False,
Luiz Cane,Men’s Middleweight,1421.29,38.6,1470.85,1470.85,1487.96,1,17.0,31.2,1505.93,61.7,1,3,0,1,0,2012-10-13,5056,60.0,False,
Chris Dempsey,Men’s Middleweight,1420.25,38.5,1467.4,1467.4,1497.99,2,20.3,33.0,1496.53,67.5,1,3,0,0,0,2016-02-27,3824,60.0,False,
Daniel Sarafian,Men’s Middleweight,1420.03,38.5,1474.55,1474.55,1489.55,5,27.8,35.2,1504.79,85.4,2,4,0,2,0,2016-02-21,3830,60.0,False,
Mario Miranda,Men’s Middleweight,1419.73,38.4,1471.3,1471.3,1474.99,4,20.1,32.9,1498.23,73.4,1,3,0,1,0,2011-03-26,5623,60.0,False,
Bevon Lewis,Men’s Middleweight,1419.52,38.4,1469.55,1469.55,1473.53,4,26.5,36.5,1496.12,73.4,1,3,0,0,0,2020-11-07,2109,60.0,False,
Kendall Grove,Men’s Middleweight,1419.51,38.4,1470.86,1470.86,1474.52,4,19.1,32.4,1503.63,73.4,1,3,0,0,0,2011-05-28,5560,60.0,False,
Kevin Casey,Men’s Middleweight,1419.46,38.4,1472.29,1472.29,1475.52,5,27.2,35.8,1517.61,80.3,1,3,1,0,0,2016-08-27,3642,60.0,False,
Jonathan Wilson,Men’s Middleweight,1419.35,38.4,1469.33,1469.33,1487.0,1,10.5,27.4,1496.01,61.7,1,3,0,1,0,2017-10-21,3222,60.0,False,
Tor Troeng,Men’s Middleweight,1419.12,38.3,1471.72,1471.72,1475.42,4,12.5,28.6,1503.12,73.4,1,3,0,1,0,2014-10-04,4335,60.0,False,
Claudio Ribeiro,Men’s Middleweight,1418.86,38.3,1469.27,1469.27,1472.81,4,20.0,32.9,1502.34,73.4,1,3,0,1,4,2024-03-02,898,59.8,False,
Ryan Jensen,Men’s Middleweight,1417.88,38.2,1468.34,1468.34,1472.48,4,19.3,32.5,1495.64,73.4,1,3,0,1,0,2011-04-30,5588,60.0,False,
Joseph Holmes,Men’s Middleweight,1417.79,38.1,1468.49,1468.49,1472.69,4,19.0,32.3,1491.19,73.4,1,3,0,1,2,2023-05-06,1199,60.0,False,
Eddie Gordon,Men’s Middleweight,1417.75,38.1,1468.84,1468.84,1473.48,4,14.9,29.9,1499.45,73.4,1,3,0,1,0,2015-06-27,4069,60.0,False,
Michael Kuiper,Men’s Middleweight,1417.53,38.1,1468.33,1468.33,1473.14,4,17.7,31.6,1489.04,73.4,1,3,0,1,0,2013-10-26,4678,60.0,False,
Jason MacDonald,Men’s Middleweight,1417.01,38.0,1467.11,1467.11,1471.52,4,19.6,32.6,1488.66,73.4,1,3,0,1,0,2012-05-15,5207,60.0,False,
Karlos Vemola,Men’s Middleweight,1416.65,38.0,1470.99,1470.99,1485.43,3,23.8,32.5,1497.26,81.4,2,4,0,2,0,2013-06-08,4818,60.0,False,
Scott Askham,Men’s Middleweight,1416.57,38.0,1473.18,1473.18,1478.14,6,24.5,33.0,1496.08,86.7,2,4,0,2,0,2017-03-18,3439,60.0,False,
Chris Leben,Men’s Middleweight,1416.47,38.0,1479.48,1479.48,1483.2,9,11.2,21.8,1507.44,93.6,4,5,0,3,0,2013-12-28,4615,60.0,False,
Dwight Grant,Men’s Middleweight,1416.1,37.9,1473.36,1473.36,1485.57,1,17.4,26.3,1513.18,76.7,3,5,0,1,0,2022-07-16,1493,60.0,False,
Charles Byrd,Men’s Middleweight,1415.74,37.9,1466.45,1466.45,1472.0,4,11.0,27.7,1492.83,73.4,1,3,0,1,0,2020-06-06,2263,60.0,False,
Jack Marshman,Men’s Middleweight,1415.07,37.8,1474.38,1474.38,1476.28,8,20.6,28.6,1521.79,93.0,3,5,0,1,0,2020-10-31,2116,60.0,False,
Eric Schafer,Men’s Middleweight,1414.04,37.6,1455.74,1455.74,1473.44,2,0.0,25.0,1499.24,62.3,0,3,0,0,0,2012-01-20,5323,60.0,False,
Trevor Smith,Men’s Middleweight,1414.04,37.6,1475.45,1475.45,1476.65,12,14.1,23.9,1520.7,95.0,5,7,0,0,0,2019-12-07,2445,60.0,False,
Antonio Arroyo,Men’s Middleweight,1413.68,37.6,1455.14,1455.14,1473.5,2,0.0,25.0,1494.65,62.3,0,3,0,0,0,2021-09-18,1794,60.0,False,
Hu Yaozong,Men’s Middleweight,1413.6,37.6,1452.68,1452.68,1486.53,1,0.0,25.0,1484.83,56.5,0,3,0,0,0,2021-10-30,1752,60.0,False,
Steve Cantwell,Men’s Middleweight,1413.33,37.5,1454.94,1454.94,1473.49,2,0.0,25.0,1483.67,62.3,0,3,0,0,0,2012-02-25,5287,60.0,False,
Andy Enz,Men’s Middleweight,1413.11,37.5,1456.4,1456.4,1461.98,3,0.0,25.0,1503.58,65.8,0,3,0,0,0,2015-01-31,4216,60.0,False,
Laureano Staropoli,Men’s Middleweight,1412.02,37.3,1468.46,1468.46,1473.02,2,10.9,23.9,1499.74,77.9,2,4,0,0,0,2021-10-23,1759,60.0,False,
Tafon Nchukwi,Men’s Middleweight,1411.64,37.3,1465.22,1465.22,1485.93,3,16.2,27.5,1489.94,81.4,2,4,0,0,1,2023-08-12,1101,60.0,False,
Jared Hamman,Men’s Middleweight,1410.35,37.1,1466.41,1466.41,1471.87,4,14.5,26.3,1495.8,83.8,2,4,0,1,0,2013-08-31,4734,60.0,False,
Denis Tiuliulin,Men’s Middleweight,1408.66,36.9,1443.37,1443.37,1450.68,6,8.2,22.1,1508.38,86.7,1,5,0,1,5,2024-08-03,744,44.4,False,
Mike Massenzio,Men’s Middleweight,1408.55,36.9,1455.42,1455.42,1473.01,4,19.2,30.8,1500.11,78.6,1,4,0,0,0,2012-05-05,5217,60.0,False,
Garreth McLellan,Men’s Middleweight,1406.94,36.6,1457.1,1457.1,1462.46,5,12.3,26.5,1502.8,80.3,1,4,0,1,0,2017-03-11,3446,60.0,False,
Oluwale Bamgbose,Men’s Middleweight,1405.67,36.5,1455.41,1455.41,1461.98,5,11.0,25.6,1499.86,80.3,1,4,0,1,0,2017-12-16,3166,60.0,False,
Tom Watson,Men’s Middleweight,1405.16,36.4,1461.78,1461.78,1465.94,7,21.2,29.8,1504.03,92.2,2,5,0,1,0,2015-08-08,4027,60.0,False,
Alessio Sakara,Men’s Middleweight,1403.44,36.2,1454.0,1454.0,1460.51,5,4.4,21.5,1492.93,80.3,1,4,0,1,0,2013-10-26,4678,60.0,False,
Dequan Townsend,Men’s Middleweight,1402.53,36.0,1440.29,1440.29,1472.52,2,0.0,21.4,1491.95,67.5,0,4,0,0,0,2020-10-03,2144,60.0,False,
Alessio Di Chirico,Men’s Middleweight,1401.78,35.9,1459.4,1459.4,1463.08,11,17.7,26.5,1504.75,94.6,4,7,0,2,1,2022-09-03,1444,60.0,False,
Dan Miller,Men’s Middleweight,1401.35,35.9,1459.59,1459.59,1464.4,7,14.9,24.4,1492.74,92.2,3,6,0,2,0,2015-07-12,4054,60.0,False,
Nate Marquardt,Men’s Middleweight,1400.91,35.8,1453.06,1453.06,1473.1,13,17.7,26.5,1532.12,95.3,5,10,0,4,0,2017-11-11,3201,60.0,False,
Markus Perez,Men’s Middleweight,1400.62,35.8,1458.2,1458.2,1463.68,7,13.6,24.5,1496.95,92.2,2,5,0,2,0,2021-01-20,2035,60.0,False,
Eric Spicely,Men’s Middleweight,1398.94,35.6,1455.93,1455.93,1461.92,7,12.3,23.6,1502.07,92.2,2,5,0,2,0,2019-06-22,2613,60.0,False,
Alen Amedovski,Men’s Middleweight,1398.35,35.5,1438.73,1438.73,1446.67,4,0.0,21.4,1489.3,73.4,0,4,0,0,1,2022-09-17,1430,60.0,False,
Sam Alvey,Men’s Middleweight,1395.65,35.1,1445.11,1445.11,1493.7,16,3.9,16.5,1516.1,96.1,10,13,1,6,0,2022-08-06,1472,60.0,False,
Dalcha Lungiambula,Men’s Middleweight,1395.32,35.1,1451.37,1451.37,1457.87,5,10.3,22.2,1496.62,90.0,2,5,0,1,1,2022-12-10,1346,60.0,False,
John Phillips,Men’s Middleweight,1393.61,34.8,1443.2,1443.2,1450.15,6,15.6,27.1,1493.4,86.7,1,5,0,1,0,2020-10-17,2130,60.0,False,
Maki Pitolo,Men’s Middleweight,1392.53,34.7,1440.44,1440.44,1459.52,5,10.0,23.4,1492.9,85.4,1,5,0,1,0,2021-12-04,1717,60.0,False,
Hector Lombard,Men’s Middleweight,1383.96,33.6,1441.44,1441.44,1432.57,8,2.8,15.7,1525.36,93.0,3,8,0,2,0,2018-09-22,2886,60.0,False,
Jamie Pickett,Men’s Middleweight,1377.28,32.7,1426.72,1426.72,1447.61,8,10.4,21.2,1491.38,93.0,2,7,0,0,4,2024-03-02,898,59.8,False,
Ian Garry,Men’s Welterweight,1516.13,52.4,1592.79,1592.79,1580.23,6,100.0,83.3,1547.8,86.7,6,0,0,3,3,2023-08-19,1094,60.0,False,
Benson Henderson,Men’s Welterweight,1515.78,52.3,1606.16,1606.16,1528.09,2,68.5,63.4,1558.49,82.5,11,3,0,2,0,2015-11-28,3915,60.0,False,
Francisco Trinaldo,Men’s Welterweight,1512.13,51.8,1610.42,1610.42,1505.66,4,53.6,52.6,1540.03,88.3,18,8,0,7,1,2022-10-01,1416,60.0,False,
Demian Maia,Men’s Welterweight,1508.66,51.3,1590.37,1590.37,1571.47,20,31.1,36.3,1570.36,96.8,17,10,0,7,0,2021-06-12,1892,60.0,False,
Rustam Khabilov,Men’s Welterweight,1507.78,51.1,1595.88,1595.88,1513.49,1,76.9,69.5,1529.51,76.7,10,3,0,2,0,2019-11-09,2473,60.0,False,
James Krause,Men’s Welterweight,1503.05,50.4,1577.38,1577.38,1556.63,4,76.6,69.4,1532.11,88.3,9,4,0,5,0,2020-10-17,2130,60.0,False,
Dong Hyun Kim,Men’s Welterweight,1501.02,50.1,1575.23,1575.23,1566.74,14,56.8,54.9,1522.79,95.6,10,4,0,4,0,2017-06-17,3348,60.0,False,
Rory MacDonald,Men’s Welterweight,1492.31,48.9,1567.92,1567.92,1560.41,13,35.6,39.5,1553.99,95.3,9,4,0,4,0,2016-06-18,3712,60.0,False,
Robbie Lawler,Men’s Welterweight,1492.18,48.9,1563.94,1563.94,1538.94,17,61.0,58.0,1559.58,96.3,11,7,0,6,1,2023-07-08,1136,60.0,False,
Rick Story,Men’s Welterweight,1492.06,48.8,1562.98,1562.98,1550.39,17,54.6,53.3,1556.04,96.3,11,6,0,3,0,2016-08-20,3649,60.0,False,
Anthony Pettis,Men’s Welterweight,1491.69,48.8,1564.22,1564.22,1531.11,4,65.1,61.0,1583.34,88.3,11,9,0,7,0,2020-12-19,2067,60.0,False,
Anthony Rocco Martin,Men’s Welterweight,1489.61,48.5,1561.43,1561.43,1546.82,7,51.5,51.1,1573.39,92.2,9,6,0,4,0,2020-06-06,2263,60.0,False,
Tyron Woodley,Men’s Welterweight,1488.3,48.3,1565.9,1565.9,1553.36,16,11.8,22.2,1617.74,96.1,9,6,1,6,0,2021-03-27,1969,60.0,False,
Michel Prazeres,Men’s Welterweight,1480.08,47.1,1571.69,1571.69,1488.95,5,32.8,37.5,1518.01,90.0,10,4,0,3,0,2021-06-26,1878,60.0,False,
Ryan LaFlare,Men’s Welterweight,1479.82,47.0,1551.34,1551.34,1543.19,10,44.7,46.2,1536.47,94.2,7,3,0,0,0,2018-10-06,2872,60.0,False,
Sage Northcutt,Men’s Welterweight,1479.62,47.0,1553.55,1553.55,1489.34,3,85.5,75.8,1499.05,86.0,6,2,0,3,0,2018-07-14,2956,60.0,False,
Nate Diaz,Men’s Welterweight,1479.16,46.9,1548.15,1548.15,1507.11,10,63.2,59.6,1598.1,94.2,10,9,0,7,1,2022-09-10,1437,60.0,False,
Alan Jouban,Men’s Welterweight,1474.58,46.3,1538.48,1538.48,1534.05,13,68.9,63.8,1512.9,95.3,8,5,0,4,0,2020-11-21,2095,60.0,False,
Tony Ferguson,Men’s Welterweight,1474.26,46.2,1545.58,1545.58,1485.83,3,0.0,13.6,1556.49,86.0,15,9,0,11,4,2024-08-03,744,44.4,False,
Mike Pierce,Men’s Welterweight,1473.89,46.2,1547.67,1547.67,1542.92,12,31.9,36.8,1517.6,95.0,8,4,0,4,0,2015-12-11,3902,60.0,False,
Jorge Masvidal,Men’s Welterweight,1471.42,45.8,1550.82,1550.82,1512.93,15,10.9,21.6,1615.68,95.9,12,10,0,7,1,2023-04-08,1227,60.0,False,
Chris Lytle,Men’s Welterweight,1469.83,45.6,1541.22,1541.22,1536.52,5,75.7,66.0,1488.96,80.3,4,1,0,3,0,2011-08-14,5482,60.0,False,
Lorenz Larkin,Men’s Welterweight,1468.7,45.4,1525.0,1525.0,1543.7,5,70.6,65.0,1545.95,90.0,5,5,0,3,0,2016-08-20,3649,60.0,False,
Sean Pierson,Men’s Welterweight,1467.98,45.3,1531.38,1531.38,1526.94,6,80.7,70.5,1509.27,86.7,4,2,0,0,0,2013-06-15,4811,60.0,False,
Sergio Moraes,Men’s Welterweight,1465.29,44.9,1535.3,1535.3,1537.2,13,25.8,32.4,1542.07,95.3,8,5,1,4,0,2019-11-16,2466,60.0,False,
Matthew Riddle,Men’s Welterweight,1465.17,44.9,1529.35,1529.35,1525.63,6,73.7,65.8,1505.77,86.7,4,2,0,1,0,2013-02-16,4930,60.0,False,
Matt Brown,Men’s Welterweight,1462.98,44.6,1526.09,1526.09,1519.34,25,62.4,59.0,1509.55,97.4,13,12,0,11,1,2023-05-13,1192,60.0,False,
Donald Cerrone,Men’s Welterweight,1462.61,44.5,1551.75,1551.75,1479.86,14,6.9,18.7,1564.52,95.6,23,14,0,16,0,2022-07-02,1507,60.0,False,
James Vick,Men’s Welterweight,1462.48,44.5,1544.13,1544.13,1487.08,1,20.4,28.5,1545.72,76.7,9,5,0,5,0,2019-10-12,2501,60.0,False,
Rousimar Palhares,Men’s Welterweight,1462.11,44.5,1528.34,1528.34,1516.97,1,61.7,58.5,1516.13,76.7,5,3,0,4,0,2013-10-09,4695,60.0,False,
Viscardi Andrade,Men’s Welterweight,1461.34,44.3,1529.07,1529.07,1525.47,4,87.7,71.5,1495.9,73.4,3,1,0,1,0,2016-03-19,3803,60.0,False,
Albert Tumenov,Men’s Welterweight,1461.03,44.3,1527.75,1527.75,1524.27,8,45.4,46.6,1517.73,93.0,5,3,0,3,0,2016-10-08,3600,60.0,False,
John Hathaway,Men’s Welterweight,1459.49,44.1,1527.62,1527.62,1524.5,6,46.6,47.8,1517.29,86.7,4,2,0,0,0,2014-03-01,4552,60.0,False,
Kevin Lee,Men’s Welterweight,1459.28,44.0,1545.64,1545.64,1464.26,3,7.8,19.3,1583.88,86.0,11,8,0,7,1,2023-07-01,1143,60.0,False,
Claude Patrick,Men’s Welterweight,1459.12,44.0,1530.61,1530.61,1526.59,4,58.3,54.7,1522.14,73.4,3,1,0,1,0,2011-12-10,5364,60.0,False,
Michael Graves,Men’s Welterweight,1458.28,43.9,1530.47,1530.47,1526.01,3,77.4,63.7,1510.53,65.8,2,0,1,1,0,2016-07-30,3670,60.0,False,
Brian Ebersole,Men’s Welterweight,1458.19,43.9,1525.88,1525.88,1522.39,8,38.8,41.8,1519.01,93.0,5,3,0,1,0,2015-06-06,4090,60.0,False,
Jordan Mein,Men’s Welterweight,1457.93,43.8,1517.56,1517.56,1515.62,9,66.7,62.2,1515.75,93.6,5,4,0,2,0,2018-07-28,2942,60.0,False,
Adlan Amagov,Men’s Welterweight,1457.76,43.8,1532.05,1532.05,1527.65,2,100.0,70.0,1517.84,57.1,2,0,0,1,0,2013-10-19,4685,60.0,False,
Jake Shields,Men’s Welterweight,1456.14,43.6,1518.41,1518.41,1516.67,7,54.7,53.3,1522.52,92.2,4,3,0,0,0,2014-03-15,4538,60.0,False,
Alberto Mina,Men’s Welterweight,1455.96,43.6,1529.77,1529.77,1526.82,4,40.2,44.4,1509.64,73.4,3,1,0,2,0,2018-05-12,3019,60.0,False,
Ramazan Emeev,Men’s Welterweight,1454.27,43.3,1525.14,1525.14,1510.65,7,31.4,36.5,1520.4,92.2,5,3,0,0,0,2022-06-11,1528,60.0,False,
Martin Kampmann,Men’s Welterweight,1454.09,43.3,1519.65,1519.65,1516.71,9,36.3,40.1,1540.4,93.6,5,4,0,3,0,2013-08-28,4737,60.0,False,
Cathal Pendred,Men’s Welterweight,1453.59,43.2,1521.84,1521.84,1508.25,5,49.6,49.8,1499.26,85.4,4,2,0,1,0,2015-10-24,3950,60.0,False,
Sergey Khandozhko,Men’s Welterweight,1453.43,43.2,1519.28,1519.28,1513.61,3,82.3,66.1,1530.09,65.8,2,1,0,1,0,2022-04-23,1577,60.0,False,
Nordine Taleb,Men’s Welterweight,1452.51,43.1,1520.42,1520.42,1508.39,11,38.2,41.4,1519.04,94.6,7,5,0,2,0,2019-09-07,2536,60.0,False,
Curtis Millender,Men’s Welterweight,1451.01,42.8,1516.76,1516.76,1514.13,5,44.4,46.5,1536.01,80.3,3,2,0,1,0,2019-04-13,2683,60.0,False,
Claudio Silva,Men’s Welterweight,1450.99,42.8,1525.36,1525.36,1511.98,7,15.9,25.2,1515.95,92.2,5,3,0,3,0,2022-07-23,1486,60.0,False,
Chad Laprise,Men’s Welterweight,1449.99,42.7,1518.94,1518.94,1508.91,5,35.9,39.8,1500.84,90.0,6,4,0,3,0,2018-12-08,2809,60.0,False,
Che Mills,Men’s Welterweight,1449.96,42.7,1515.97,1515.97,1514.83,3,67.9,59.0,1501.91,65.8,2,1,0,2,0,2013-02-16,4930,60.0,False,
Brian Foster,Men’s Welterweight,1449.82,42.7,1514.79,1514.79,1512.97,3,77.3,63.6,1482.92,65.8,2,1,0,2,0,2010-11-20,5749,60.0,False,
Yushin Okami,Men’s Welterweight,1449.36,42.6,1520.4,1520.4,1498.98,2,32.5,37.3,1511.62,82.5,7,5,0,2,0,2018-12-01,2816,60.0,False,
Jon Fitch,Men’s Welterweight,1449.13,42.6,1513.55,1513.55,1512.1,6,42.8,45.2,1521.88,86.7,3,2,1,0,0,2013-02-02,4944,60.0,False,
Patrick Cote,Men’s Welterweight,1448.51,42.5,1509.34,1509.34,1521.7,8,38.7,41.8,1532.2,93.0,6,6,0,2,0,2017-04-08,3418,60.0,False,
Jonny Parsons,Men’s Welterweight,1448.11,42.4,1516.77,1516.77,1514.3,1,100.0,62.5,1512.27,46.1,1,0,0,1,1,2023-07-22,1122,60.0,False,
Aaron Simpson,Men’s Welterweight,1447.68,42.4,1512.15,1512.15,1499.44,2,48.4,48.8,1510.28,82.5,5,4,0,0,0,2012-10-05,5064,60.0,False,
Billy Goff,Men’s Welterweight,1447.38,42.3,1515.41,1515.41,1513.45,1,100.0,62.5,1483.08,46.1,1,0,0,1,1,2023-08-26,1087,60.0,False,
Jesse Taylor,Men’s Welterweight,1447.04,42.3,1514.74,1514.74,1513.43,1,100.0,62.5,1468.57,46.1,1,0,0,1,0,2017-07-07,3328,60.0,False,
Rich Attonito,Men’s Welterweight,1445.89,42.1,1511.72,1511.72,1498.94,2,47.9,48.7,1503.72,72.8,3,2,0,1,0,2011-12-10,5364,60.0,False,
Lyman Good,Men’s Welterweight,1444.85,42.0,1507.79,1507.79,1505.83,6,39.2,42.8,1534.97,86.7,3,3,0,3,0,2020-06-20,2249,60.0,False,
Kiichi Kunimoto,Men’s Welterweight,1444.79,42.0,1512.59,1512.59,1511.57,5,26.1,35.1,1514.57,80.3,3,2,0,1,0,2017-06-10,3355,60.0,False,
Erik Koch,Men’s Welterweight,1444.51,41.9,1501.67,1501.67,1512.46,1,60.6,57.7,1506.3,76.7,5,5,0,3,0,2019-07-27,2578,60.0,False,
Sultan Aliev,Men’s Welterweight,1444.34,41.9,1502.85,1502.85,1500.94,4,66.4,59.4,1523.3,73.4,2,2,0,0,0,2019-04-20,2676,60.0,False,
Diego Sanchez,Men’s Welterweight,1444.16,41.9,1504.73,1504.73,1505.55,10,43.0,44.9,1534.44,94.2,9,10,0,1,0,2020-09-26,2151,60.0,False,
Roan Carneiro,Men’s Welterweight,1442.73,41.7,1505.62,1505.62,1501.6,2,39.7,44.1,1541.59,67.5,2,2,0,1,0,2017-02-11,3474,60.0,False,
Chance Rencountre,Men’s Welterweight,1441.46,41.5,1502.2,1502.2,1501.51,4,48.7,49.3,1513.67,73.4,2,2,0,1,0,2019-11-02,2480,60.0,False,
Aleksei Kunchenko,Men’s Welterweight,1441.44,41.5,1504.9,1504.9,1501.58,4,30.5,38.8,1549.32,73.4,2,2,0,0,0,2020-03-14,2347,60.0,False,
Lance Benoist,Men’s Welterweight,1441.43,41.5,1499.46,1499.46,1500.04,4,64.2,58.1,1493.61,73.4,2,2,0,0,0,2014-06-07,4454,60.0,False,
Zak Ottow,Men’s Welterweight,1441.04,41.4,1502.24,1502.24,1499.67,8,43.1,45.0,1522.46,93.0,4,4,0,1,0,2019-03-09,2718,60.0,False,
Jonathan Meunier,Men’s Welterweight,1440.84,41.4,1500.25,1500.25,1500.05,2,58.7,53.5,1506.47,57.1,1,1,0,0,0,2016-11-26,3551,60.0,False,
Brian Melancon,Men’s Welterweight,1440.6,41.4,1501.41,1501.41,1500.95,2,45.0,48.0,1523.35,57.1,1,1,0,1,0,2013-08-28,4737,60.0,False,
Sai Wang,Men’s Welterweight,1440.56,41.3,1500.03,1500.03,1500.02,2,59.2,53.7,1492.31,57.1,1,1,0,0,0,2014-08-23,4377,60.0,False,
Keita Nakamura,Men’s Welterweight,1440.34,41.3,1502.55,1502.55,1501.62,8,41.6,43.9,1506.41,93.0,4,4,0,2,0,2019-04-20,2676,60.0,False,
Matt Serra,Men’s Welterweight,1440.25,41.3,1501.83,1501.83,1501.52,2,39.0,45.6,1516.61,57.1,1,1,0,1,0,2010-09-25,5805,60.0,False,
Shinsho Anzai,Men’s Welterweight,1440.25,41.3,1501.49,1501.49,1500.5,4,42.0,45.4,1517.8,73.4,2,2,0,1,0,2018-06-23,2977,60.0,False,
Abubakar Nurmagomedov,Men’s Welterweight,1439.81,41.2,1500.13,1500.13,1500.4,4,44.7,47.0,1512.87,73.4,2,2,0,0,2,2023-06-03,1171,60.0,False,
Galore Bofando,Men’s Welterweight,1439.78,41.2,1500.44,1500.44,1499.94,2,41.6,46.6,1514.61,57.1,1,1,0,1,0,2017-12-16,3166,60.0,False,
Paul Daley,Men’s Welterweight,1439.67,41.2,1500.5,1500.5,1500.52,2,42.5,47.0,1500.0,57.1,1,1,0,1,0,2010-05-08,5945,60.0,False,
James Wilks,Men’s Welterweight,1439.61,41.2,1500.05,1500.05,1500.04,2,42.5,47.0,1508.71,57.1,1,1,0,0,0,2010-10-16,5784,60.0,False,
Ricardo Almeida,Men’s Welterweight,1439.36,41.2,1500.03,1500.03,1500.02,4,43.0,46.0,1508.56,73.4,2,2,0,1,0,2011-03-19,5630,60.0,False,
Nah-Shon Burrell,Men’s Welterweight,1439.25,41.2,1499.33,1499.33,1499.5,2,43.7,47.5,1499.67,57.1,1,1,0,0,0,2013-05-25,4832,60.0,False,
Anying Wang,Men’s Welterweight,1439.01,41.1,1499.25,1499.25,1499.43,2,40.8,46.3,1500.0,57.1,1,1,0,1,0,2014-08-23,4377,60.0,False,
Carlos Condit,Men’s Welterweight,1438.98,41.1,1498.06,1498.06,1494.5,17,45.5,46.7,1540.49,96.3,8,9,0,5,0,2021-07-10,1864,60.0,False,
Mounir Lazzez,Men’s Welterweight,1438.94,41.1,1499.97,1499.97,1499.36,4,38.0,43.2,1519.2,73.4,2,2,0,0,1,2023-01-21,1304,60.0,False,
Chris Clements,Men’s Welterweight,1438.88,41.1,1500.15,1500.15,1500.12,4,38.5,43.5,1509.85,73.4,2,2,0,1,0,2015-04-25,4132,60.0,False,
